"sex";"age_years";"KinshipR";"MutualismR";"ExchangeR";"HawkR";"DoveR";"DivisionR";"PossessionR";"KinshipJ";"MutualismJ";"ExchangeJ";"HawkJ";"DoveJ";"DivisionJ";"PossessionJ"
"Male";54;73;69;57.3333333333333;84;47;32.3333333333333;84.3333333333333;54.3333333333333;74.6666666666667;74;53.6666666666667;58.3333333333333;53.3333333333333;31.6666666666667
"Female";36;77.6666666666667;82;82.3333333333333;40.6666666666667;53.3333333333333;20;34.6666666666667;58.3333333333333;52;74;70;52;6.33333333333333;32.6666666666667
"Male";55;75.6666666666667;70;81.6666666666667;67;61.3333333333333;56.6666666666667;66.3333333333333;67;76.6666666666667;74.3333333333333;60;48;66;29
"Female";29;53;20;66.6666666666667;30;32;58.3333333333333;82.6666666666667;34.3333333333333;36;52.3333333333333;37.3333333333333;41.3333333333333;77;37.6666666666667
"Female";54;80;55.3333333333333;83.6666666666667;30.3333333333333;33.6666666666667;69;74;72.6666666666667;53;66.3333333333333;42;27.6666666666667;68.6666666666667;64.3333333333333
"Female";44;85.3333333333333;73.6666666666667;91;82;46.3333333333333;76.6666666666667;79.6666666666667;91.6666666666667;70.3333333333333;72;91.3333333333333;67;57.6666666666667;71.3333333333333
"Female";43;69;29.6666666666667;58;55.3333333333333;47.6666666666667;71.6666666666667;62;63.6666666666667;42.6666666666667;53.6666666666667;49;42.3333333333333;88.3333333333333;46.6666666666667
"Male";78;27.6666666666667;63.6666666666667;37.3333333333333;37.3333333333333;33.6666666666667;16.6666666666667;65;65.3333333333333;58;63.6666666666667;54;46.3333333333333;41.6666666666667;27
"Female";66;50;55;60.3333333333333;75.3333333333333;64.6666666666667;61.6666666666667;51;47.6666666666667;52.6666666666667;66.6666666666667;71;50.3333333333333;77;69.6666666666667
"Male";27;67;68;65.3333333333333;65.3333333333333;68.3333333333333;60.3333333333333;59.6666666666667;67.6666666666667;72.6666666666667;81.6666666666667;81.3333333333333;45;90;41
"Female";34;76;75.6666666666667;71.3333333333333;61.3333333333333;61.3333333333333;66.6666666666667;57;68;68.3333333333333;43.6666666666667;52.3333333333333;45.6666666666667;50.6666666666667;45.3333333333333
"Female";39;53.3333333333333;21.6666666666667;80.3333333333333;41.3333333333333;64.3333333333333;63.6666666666667;84.3333333333333;63;36.6666666666667;68;48.6666666666667;38.6666666666667;67.3333333333333;41.6666666666667
"Female";32;62;63;55.6666666666667;26.6666666666667;64.3333333333333;59.6666666666667;64.3333333333333;57;85.6666666666667;91;54.3333333333333;57;39;26.3333333333333
"Female";45;76.3333333333333;72.3333333333333;78.3333333333333;85;6;77.6666666666667;82.3333333333333;57.3333333333333;42.6666666666667;68.6666666666667;77.3333333333333;25.6666666666667;66.3333333333333;57
"Female";40;20;38;45.3333333333333;52;40;21.3333333333333;51;62.3333333333333;34;55.6666666666667;83;51.3333333333333;35;20
"Female";46;73.6666666666667;50.6666666666667;68.6666666666667;69;54.3333333333333;43.6666666666667;86.3333333333333;70;65.3333333333333;67.6666666666667;73;59.6666666666667;86.3333333333333;19
"Female";33;86;82.6666666666667;90.3333333333333;71.3333333333333;73.3333333333333;80;78.3333333333333;82;88.6666666666667;77.3333333333333;84.6666666666667;73.3333333333333;92.3333333333333;44
"Female";34;60.6666666666667;47;63;70.3333333333333;51.6666666666667;64;73.6666666666667;77;62.3333333333333;66.6666666666667;68;72.3333333333333;78.3333333333333;47.6666666666667
"Female";26;57;45.3333333333333;31;84.3333333333333;60.6666666666667;66;80.6666666666667;69.3333333333333;69.6666666666667;53;89.6666666666667;38;35.3333333333333;35
"Male";51;66.6666666666667;56;49.3333333333333;68.6666666666667;64.6666666666667;42;67;72.3333333333333;48.3333333333333;82;66.6666666666667;61;45.6666666666667;18.6666666666667
"Female";30;71.3333333333333;72.6666666666667;73.3333333333333;77.3333333333333;51;57.3333333333333;69.6666666666667;79.6666666666667;72;75;91;39.3333333333333;68;33
"Male";67;85.3333333333333;79;77.3333333333333;88.3333333333333;58.6666666666667;76.3333333333333;87.6666666666667;68.6666666666667;71.6666666666667;71;99.6666666666667;84.6666666666667;59.3333333333333;46.3333333333333
"Female";40;75.6666666666667;67.3333333333333;79.6666666666667;73;64.3333333333333;45;60.3333333333333;67;85.6666666666667;46.3333333333333;67.6666666666667;70.6666666666667;76.6666666666667;39.3333333333333
"Female";55;63.3333333333333;57;76.3333333333333;80;62;69.6666666666667;69.6666666666667;79.3333333333333;22;71;56;73.6666666666667;26.3333333333333;37.6666666666667
"Male";64;62.3333333333333;54.6666666666667;75.3333333333333;60.3333333333333;53;61;78.6666666666667;59.6666666666667;40.3333333333333;52.3333333333333;44.6666666666667;61.6666666666667;63.3333333333333;19
"Female";37;84.3333333333333;69;31;59.3333333333333;65;49.6666666666667;69.6666666666667;62;75;80.3333333333333;75.3333333333333;40.3333333333333;84.6666666666667;40.3333333333333
"Male";49;49;65;91.3333333333333;59.3333333333333;42.6666666666667;77.3333333333333;89.6666666666667;15;49.3333333333333;60.6666666666667;34.3333333333333;17.3333333333333;85.6666666666667;28
"Male";49;84;52.6666666666667;58.6666666666667;94.6666666666667;87.6666666666667;55.3333333333333;60.6666666666667;58;71.6666666666667;68.6666666666667;80.6666666666667;51.3333333333333;90;55
"Male";29;74.3333333333333;41.3333333333333;77.3333333333333;59.3333333333333;66.6666666666667;75.6666666666667;69.3333333333333;89.3333333333333;43;84;56.6666666666667;66.6666666666667;58.3333333333333;44.6666666666667
"Female";35;67.3333333333333;78.6666666666667;70;87.6666666666667;71.3333333333333;78.6666666666667;77;77;83.6666666666667;82;81.6666666666667;68;89.3333333333333;25
"Female";66;37.3333333333333;45.6666666666667;59.6666666666667;41.6666666666667;39.3333333333333;38.6666666666667;69.3333333333333;56.6666666666667;53.3333333333333;52;53;38.6666666666667;67;38
"Female";60;82;75;90.6666666666667;86.3333333333333;63.3333333333333;85;82.6666666666667;79.3333333333333;75.3333333333333;88;72.3333333333333;63.6666666666667;66.3333333333333;24
"Male";37;31.6666666666667;37.3333333333333;96;34.6666666666667;34;67.6666666666667;29.6666666666667;33.3333333333333;55.6666666666667;56.3333333333333;69;31.6666666666667;92;51.6666666666667
"Male";39;64;81;71;61;74;72.6666666666667;66.3333333333333;46.6666666666667;83.6666666666667;77;58.6666666666667;33.6666666666667;77.3333333333333;56.6666666666667
"Male";78;77.6666666666667;80.6666666666667;73.3333333333333;96.3333333333333;53;54;68;91;80;76.6666666666667;85.3333333333333;41.3333333333333;74.6666666666667;35.3333333333333
"Male";47;39.6666666666667;4.66666666666667;89.3333333333333;32.3333333333333;49.6666666666667;66;78.6666666666667;66;68;47.6666666666667;76;66;73.3333333333333;49.6666666666667
"Male";54;75.3333333333333;65.6666666666667;69;73;45;66.6666666666667;80;62.3333333333333;52.6666666666667;79.6666666666667;61.6666666666667;57.3333333333333;60.3333333333333;13.3333333333333
"Male";55;65;77;81;88.6666666666667;52.3333333333333;73.6666666666667;69.3333333333333;51.3333333333333;65.6666666666667;75.3333333333333;70.6666666666667;39.3333333333333;74;27
"Male";58;62.3333333333333;62.3333333333333;56.3333333333333;69.6666666666667;60;64;67;44.6666666666667;55.3333333333333;71.6666666666667;76.3333333333333;66.6666666666667;77;13.3333333333333
"Male";55;75.3333333333333;53.6666666666667;61;53.3333333333333;51;52.3333333333333;76.6666666666667;69.3333333333333;54.6666666666667;52.6666666666667;57;68.3333333333333;70;20
"Male";52;74.6666666666667;78;76.3333333333333;65;8.33333333333333;16.3333333333333;49.6666666666667;54;58.3333333333333;78.6666666666667;45.6666666666667;31.3333333333333;61.3333333333333;20.6666666666667
"Male";40;3.66666666666667;12.6666666666667;14.6666666666667;29;26;22.3333333333333;29.6666666666667;82.3333333333333;31.6666666666667;70.6666666666667;56.6666666666667;21.3333333333333;64;40.6666666666667
"Female";55;55;88.3333333333333;60.6666666666667;44.6666666666667;45.3333333333333;62.6666666666667;84.3333333333333;96.3333333333333;80;77.6666666666667;84.3333333333333;64.3333333333333;80.3333333333333;27.6666666666667
"Male";47;53.3333333333333;47.6666666666667;53.3333333333333;54.3333333333333;48;35.3333333333333;48.6666666666667;65.3333333333333;59;84;87.3333333333333;61;83;53
"Female";28;47.3333333333333;32.3333333333333;60.3333333333333;63.3333333333333;36.3333333333333;34;18;76.3333333333333;74;77.3333333333333;72.6666666666667;60.3333333333333;57.6666666666667;37
"Male";51;75.3333333333333;64.3333333333333;70;46;47.6666666666667;67.3333333333333;77;52.6666666666667;66.6666666666667;50.6666666666667;47;56;58.6666666666667;44.3333333333333
"Male";50;67.6666666666667;62.3333333333333;64;67;53.6666666666667;63.6666666666667;77.6666666666667;55.6666666666667;59.6666666666667;77.3333333333333;58.6666666666667;54;88;51.3333333333333
"Female";37;80.6666666666667;70.3333333333333;72;68.6666666666667;82.6666666666667;77.6666666666667;67.6666666666667;62.6666666666667;63.3333333333333;62;67;35.6666666666667;78;37.3333333333333
"Female";51;94;39;82.3333333333333;69;80;68.3333333333333;85;92.3333333333333;63;74;77.6666666666667;72.6666666666667;64.6666666666667;40.3333333333333
"Male";51;36.3333333333333;30.6666666666667;30;37.3333333333333;33;43.3333333333333;51.3333333333333;54;65.6666666666667;63.3333333333333;75;63.3333333333333;69.6666666666667;31.3333333333333
"Female";37;53;51.3333333333333;58;25.6666666666667;60;49.3333333333333;64.3333333333333;49.6666666666667;50;68;31.6666666666667;51.3333333333333;75.6666666666667;48
"Female";53;60.3333333333333;54.3333333333333;94.3333333333333;68;64.6666666666667;62.3333333333333;80.6666666666667;45.6666666666667;62;69;94;67.3333333333333;65.6666666666667;26.6666666666667
"Male";59;85;80;86;81.3333333333333;35.6666666666667;46.3333333333333;76.6666666666667;66.3333333333333;72.3333333333333;84.6666666666667;77.6666666666667;40.6666666666667;87.6666666666667;39.3333333333333
"Female";26;62.6666666666667;67.3333333333333;75;52.6666666666667;65.3333333333333;65.3333333333333;66.6666666666667;57;74;88;57.3333333333333;27;57;44
"Male";78;80;65;72.6666666666667;55.6666666666667;33;47.3333333333333;77.6666666666667;65.3333333333333;48.6666666666667;75;80.3333333333333;54.6666666666667;66.3333333333333;41.3333333333333
"Female";32;65.6666666666667;76;88;78.3333333333333;72;89.3333333333333;78.3333333333333;72.6666666666667;72.6666666666667;69.3333333333333;67.3333333333333;68.6666666666667;77.6666666666667;38
"Female";36;80.3333333333333;40.6666666666667;54.6666666666667;61;49;66;35.3333333333333;69.6666666666667;53;55.3333333333333;66.6666666666667;69;74.3333333333333;5.66666666666667
"Male";50;86.6666666666667;61;83.6666666666667;79;47.3333333333333;55;67.3333333333333;78.6666666666667;65;77.6666666666667;57.3333333333333;54;87;57
"Female";63;73.3333333333333;28.3333333333333;58;63.3333333333333;11.3333333333333;39;53;87.3333333333333;51.6666666666667;77.3333333333333;77.3333333333333;71;58.6666666666667;9
"Female";55;84;74.6666666666667;87.3333333333333;68;83.3333333333333;73.6666666666667;56.3333333333333;59;72.3333333333333;75.3333333333333;81.6666666666667;78.3333333333333;84.6666666666667;52
"Female";32;88;67.6666666666667;80.3333333333333;79;41.3333333333333;61;87.6666666666667;76;74.6666666666667;84;86;59.6666666666667;84;51
"Male";39;86.3333333333333;56.3333333333333;84;42.3333333333333;61.3333333333333;85;60.3333333333333;98;78;84.3333333333333;85.6666666666667;78.3333333333333;31.3333333333333;26.3333333333333
"Female";62;68.3333333333333;38;70;64.6666666666667;53.6666666666667;39.6666666666667;96;91.6666666666667;54.6666666666667;89;55.6666666666667;76;74.3333333333333;3.33333333333333
"Female";36;54.6666666666667;50;61;73;35;46.6666666666667;58.3333333333333;55.6666666666667;38;66;84.6666666666667;56.6666666666667;57.3333333333333;38.6666666666667
"Male";41;56.6666666666667;47.6666666666667;62.3333333333333;52.6666666666667;53;51;51.3333333333333;83.6666666666667;52;59.3333333333333;73.6666666666667;59.6666666666667;58.6666666666667;29.3333333333333
"Male";53;62.3333333333333;56;60.6666666666667;58;57.3333333333333;46.6666666666667;71.3333333333333;70;64.3333333333333;58;61.3333333333333;30.6666666666667;82.3333333333333;47.3333333333333
"Female";32;73;61.6666666666667;68.6666666666667;56.6666666666667;54.6666666666667;60;94.3333333333333;48.3333333333333;41;86.3333333333333;35;52;79.3333333333333;33.3333333333333
"Male";60;44.3333333333333;18;33.6666666666667;10.6666666666667;16;57.3333333333333;75;60.3333333333333;82.6666666666667;68.3333333333333;64.6666666666667;45.6666666666667;73.3333333333333;57.3333333333333
"Female";34;78;43.6666666666667;62.6666666666667;76;63.3333333333333;61.6666666666667;74.3333333333333;64.6666666666667;54;68.6666666666667;55.3333333333333;65.6666666666667;70.3333333333333;63.3333333333333
"Female";57;60.3333333333333;75.6666666666667;78;80.6666666666667;56.3333333333333;57.6666666666667;55.3333333333333;78.3333333333333;73.3333333333333;74.6666666666667;57.3333333333333;50.6666666666667;81.6666666666667;40
"Male";58;90.6666666666667;86.3333333333333;82.3333333333333;86.3333333333333;91.3333333333333;69.6666666666667;81.6666666666667;88.3333333333333;68;76.3333333333333;50.3333333333333;70.3333333333333;51.6666666666667;61
"Female";55;82;61.3333333333333;83.6666666666667;91;79.6666666666667;84.3333333333333;75;78.6666666666667;59.3333333333333;81;96.6666666666667;63.6666666666667;71.3333333333333;32.3333333333333
"Female";47;75;82.6666666666667;58;80;59.6666666666667;72;72.6666666666667;46.3333333333333;68.3333333333333;80.6666666666667;70.3333333333333;25.6666666666667;78;69.3333333333333
"Female";47;57;56.3333333333333;47.6666666666667;48.6666666666667;54;49;51.3333333333333;85.3333333333333;54;52.6666666666667;64.6666666666667;74;47.6666666666667;42.6666666666667
"Female";31;83.3333333333333;39.6666666666667;96.6666666666667;65.6666666666667;83.6666666666667;75.6666666666667;67.6666666666667;95.3333333333333;80.3333333333333;95;71.6666666666667;42.3333333333333;70.3333333333333;50.6666666666667
"Male";34;75.6666666666667;58.3333333333333;57.6666666666667;76.3333333333333;49.3333333333333;43.6666666666667;68.3333333333333;64;60;62.6666666666667;67.6666666666667;36.6666666666667;80.6666666666667;33
"Female";32;82.3333333333333;65.6666666666667;72.3333333333333;66.6666666666667;68.3333333333333;77;84.6666666666667;65;70;74.3333333333333;62.3333333333333;74.6666666666667;57.3333333333333;60
"Female";37;67.3333333333333;58.6666666666667;59;56.3333333333333;42.3333333333333;50.3333333333333;75;73;60;58;68.6666666666667;62.3333333333333;69.6666666666667;46
"Male";56;58.3333333333333;69;68;66;34.6666666666667;55;63.3333333333333;42.3333333333333;74.6666666666667;67.6666666666667;59;38.3333333333333;72.6666666666667;52.3333333333333
"Female";37;88.6666666666667;81.6666666666667;85.3333333333333;94.3333333333333;86.6666666666667;86.3333333333333;86.3333333333333;84.3333333333333;85.6666666666667;94;88;74.6666666666667;77;45.3333333333333
"Female";47;72.6666666666667;28;56;69.6666666666667;4.66666666666667;25.3333333333333;45.6666666666667;65;49.6666666666667;47.3333333333333;90.6666666666667;21.3333333333333;27.3333333333333;25.6666666666667
"Female";28;91.6666666666667;55.3333333333333;60.3333333333333;72.3333333333333;67.3333333333333;63;80.6666666666667;79;73.3333333333333;72;62.3333333333333;75;46.3333333333333;33.6666666666667
"Female";49;30;26;17.3333333333333;25.6666666666667;45;23.6666666666667;40;72.6666666666667;61.6666666666667;76.3333333333333;43.3333333333333;58.6666666666667;67.6666666666667;45.3333333333333
"Female";46;57;37.3333333333333;49;58.6666666666667;10.6666666666667;15.3333333333333;25.3333333333333;64;47.6666666666667;81;71.6666666666667;25.3333333333333;44.3333333333333;47.6666666666667
"Male";40;40;46.6666666666667;75.3333333333333;62.6666666666667;45.3333333333333;36;69.3333333333333;70;69.3333333333333;68.3333333333333;57;46.6666666666667;89;54
"Female";33;50.3333333333333;46;45;45.3333333333333;50.3333333333333;56;63.3333333333333;63.3333333333333;75;78.6666666666667;34.6666666666667;57.6666666666667;75.6666666666667;20.6666666666667
"Male";65;63;49.3333333333333;62.6666666666667;61.6666666666667;56;46;49;65.3333333333333;58.3333333333333;60.6666666666667;60;60.6666666666667;63;28.6666666666667
"Male";44;61;51.3333333333333;58;62.3333333333333;56;63;68.6666666666667;71.6666666666667;65;71;91.6666666666667;56.3333333333333;78.3333333333333;46.3333333333333
"Female";55;87.3333333333333;69.6666666666667;72;65;27.6666666666667;60;80.3333333333333;44.6666666666667;49;52.3333333333333;69;48;62.3333333333333;44
"Female";47;35.3333333333333;43;41.6666666666667;50.3333333333333;56.6666666666667;51;56.3333333333333;34.3333333333333;56.6666666666667;50.3333333333333;42.6666666666667;62.6666666666667;92;65
"Female";46;34.6666666666667;23.3333333333333;36;36;40.3333333333333;33.3333333333333;68.3333333333333;37.6666666666667;47.6666666666667;62.6666666666667;63.6666666666667;35.3333333333333;87.3333333333333;59.3333333333333
"Female";32;50;51.6666666666667;37.6666666666667;26.6666666666667;68;22.6666666666667;47;49.3333333333333;66;62.3333333333333;67.3333333333333;67;54.3333333333333;20.6666666666667
"Male";40;80.3333333333333;81.6666666666667;85.3333333333333;79.6666666666667;87;92.3333333333333;87.3333333333333;94;74.3333333333333;86.3333333333333;86.3333333333333;59;76.6666666666667;33
"Female";47;74;72;63.6666666666667;69.6666666666667;46.3333333333333;32;9;95;64;76.3333333333333;68;78;62;40.6666666666667
"Female";24;55.3333333333333;56.3333333333333;67.3333333333333;53;52;55.3333333333333;42.6666666666667;58.6666666666667;29.3333333333333;74.6666666666667;86.6666666666667;73.3333333333333;41.6666666666667;29.6666666666667
"Male";61;84.6666666666667;64.3333333333333;75.6666666666667;67;70;79;88;65.3333333333333;51;67;53;47.6666666666667;85;15.3333333333333
"Female";39;83.3333333333333;82.6666666666667;80.6666666666667;90.6666666666667;77.6666666666667;83.3333333333333;69.3333333333333;97;66;96.3333333333333;84;73.3333333333333;83;55
"Male";67;72.6666666666667;59;84.3333333333333;64;82;57.3333333333333;90.3333333333333;88.3333333333333;77.3333333333333;83.6666666666667;87.3333333333333;67.6666666666667;80;68.6666666666667
"Female";45;64.6666666666667;78.3333333333333;92.3333333333333;68.6666666666667;51.6666666666667;73.6666666666667;89.3333333333333;67.6666666666667;44.6666666666667;76;67.3333333333333;34;47;21.6666666666667
"Male";38;56.6666666666667;44;53.3333333333333;13;16.6666666666667;22;79;17;27.3333333333333;59.6666666666667;63.3333333333333;34;51.3333333333333;25
"Female";43;91.6666666666667;90.6666666666667;93;96.6666666666667;82.6666666666667;71.6666666666667;83.6666666666667;68.6666666666667;53;90.6666666666667;96.3333333333333;61.3333333333333;89;26.6666666666667
"Female";55;75.3333333333333;56.3333333333333;76.6666666666667;57.6666666666667;46.6666666666667;71.6666666666667;56.3333333333333;69.6666666666667;77;74;70;81;31;7
"Male";59;62.6666666666667;82.3333333333333;71.6666666666667;32.3333333333333;69.3333333333333;31;82.6666666666667;74;70.3333333333333;57;80;64.3333333333333;77;40.3333333333333
"Female";50;55;51.6666666666667;59;51.6666666666667;44.6666666666667;42.3333333333333;51.3333333333333;66.3333333333333;57;57;66;60.3333333333333;39;51.3333333333333
"Female";42;96;77.3333333333333;75.3333333333333;60;58;55;46.3333333333333;70.6666666666667;48;82.3333333333333;64.6666666666667;66.3333333333333;67.3333333333333;6
"Male";50;57.3333333333333;53.6666666666667;67.6666666666667;67;66.3333333333333;56.3333333333333;63.6666666666667;66.6666666666667;76;80;74.6666666666667;83.3333333333333;85;29.6666666666667
"Female";46;56.6666666666667;61.6666666666667;41.6666666666667;57;56.6666666666667;67.3333333333333;42.6666666666667;54.3333333333333;49.3333333333333;61.3333333333333;53;25;62.3333333333333;60.3333333333333
"Male";45;66.3333333333333;60.6666666666667;63.3333333333333;65.6666666666667;64;58;76.6666666666667;85.6666666666667;74;76;58.6666666666667;68.6666666666667;72.6666666666667;89
"Male";65;58.3333333333333;78.6666666666667;53;65;47.6666666666667;60;75.6666666666667;72.3333333333333;61;78;73.6666666666667;56;72;50
"Female";24;63.3333333333333;61;84.3333333333333;67.6666666666667;28.6666666666667;58;68;44.3333333333333;48.3333333333333;77.6666666666667;81.3333333333333;30.3333333333333;87.3333333333333;22.3333333333333
"Male";38;84.3333333333333;86;64;65;83;62.6666666666667;96.6666666666667;76.6666666666667;82.6666666666667;91.3333333333333;40;30.6666666666667;92.6666666666667;43
"Female";34;31.3333333333333;29;40;52.3333333333333;51;37.6666666666667;59.6666666666667;27;60.3333333333333;61.3333333333333;42.6666666666667;53;82.6666666666667;23
"Male";41;92.6666666666667;66.6666666666667;87.6666666666667;86.3333333333333;54;52.6666666666667;90.3333333333333;92.3333333333333;74.6666666666667;81.6666666666667;57;48.3333333333333;90.3333333333333;51
"Male";59;81;92.6666666666667;78.6666666666667;88.3333333333333;83.6666666666667;84;93.6666666666667;95;89.3333333333333;83;90.6666666666667;74.6666666666667;94.6666666666667;27.6666666666667
"Male";46;79;70.6666666666667;70;54;50.3333333333333;60.3333333333333;72.6666666666667;76;79.3333333333333;69.3333333333333;68.3333333333333;79.3333333333333;54;29
"Male";48;75.3333333333333;77.3333333333333;73.3333333333333;73.6666666666667;77;75;78;84;80.3333333333333;53;71;62.3333333333333;60.6666666666667;37
"Female";35;80.6666666666667;81.3333333333333;74;68.3333333333333;72;71.3333333333333;56.3333333333333;59.3333333333333;67.6666666666667;62.6666666666667;63;73;76.3333333333333;30
"Female";52;81.3333333333333;64.6666666666667;77.6666666666667;68.3333333333333;66;55.3333333333333;76.6666666666667;66.3333333333333;65.6666666666667;73;78.3333333333333;51.6666666666667;76.6666666666667;25.3333333333333
"Male";70;40;10.3333333333333;38;50.6666666666667;34;41.6666666666667;48;64.3333333333333;50.3333333333333;72.6666666666667;41.3333333333333;25;88.3333333333333;46
"Male";53;60;79.6666666666667;73.3333333333333;74;67.3333333333333;62;72.3333333333333;53.3333333333333;64.3333333333333;70.3333333333333;85;62.6666666666667;66;53.6666666666667
"Female";46;74.6666666666667;83.3333333333333;68.6666666666667;60.3333333333333;60.3333333333333;46.6666666666667;82.6666666666667;78.6666666666667;70.6666666666667;83;67;60.3333333333333;71.3333333333333;32
"Female";22;58.3333333333333;54.3333333333333;55;61;56.6666666666667;62.3333333333333;56;94;49;72;88.3333333333333;77.6666666666667;14;26.3333333333333
"Female";53;79.6666666666667;43.6666666666667;67;44;57.3333333333333;65;62.3333333333333;79.6666666666667;64.3333333333333;81;83;60.3333333333333;86;60.6666666666667
"Male";52;57;66;51.3333333333333;9.66666666666667;70.6666666666667;36;78.3333333333333;52.6666666666667;62.3333333333333;72;54.3333333333333;61.6666666666667;77.3333333333333;11
"Female";37;75;26.6666666666667;56;58.3333333333333;34.6666666666667;65.6666666666667;59;44.3333333333333;57.6666666666667;73;73;51;91.6666666666667;38
"Female";29;54.6666666666667;51;42;48;58;49.3333333333333;50;53;69;77.3333333333333;45;57.6666666666667;65.3333333333333;31.6666666666667
"Male";48;38;16.3333333333333;39.3333333333333;41.6666666666667;34;43.3333333333333;57.3333333333333;55.3333333333333;73;68.3333333333333;56.3333333333333;56;71;15.6666666666667
"Male";49;78.3333333333333;80.3333333333333;80.3333333333333;84.3333333333333;56;68.3333333333333;86.6666666666667;58.3333333333333;68;81.6666666666667;75;63;78.6666666666667;81.6666666666667
"Female";47;89.3333333333333;88.6666666666667;93.6666666666667;79;60.3333333333333;79.6666666666667;95.3333333333333;60.6666666666667;85.3333333333333;87.6666666666667;65.6666666666667;39;80;33
"Male";53;72;75.3333333333333;87;73.3333333333333;43;56;80.3333333333333;69.6666666666667;84;73;63;26.3333333333333;97;51.3333333333333
"Male";50;72.6666666666667;33.3333333333333;86.6666666666667;48.3333333333333;29.6666666666667;21;50;79;58.3333333333333;67;54.6666666666667;46;63.6666666666667;40
"Female";47;73.6666666666667;79;77.6666666666667;72.6666666666667;63;25.6666666666667;70.6666666666667;78.6666666666667;90;87;82;50.3333333333333;82;42.3333333333333
"Male";60;71;64.3333333333333;89.3333333333333;66;69.3333333333333;79.6666666666667;86.3333333333333;54.3333333333333;64;84.6666666666667;50;54;92;22.6666666666667
"Female";53;69;59.6666666666667;60.6666666666667;68.3333333333333;58.6666666666667;44.6666666666667;67.3333333333333;53.3333333333333;66;87;62;59.3333333333333;82.6666666666667;40.3333333333333
"Female";43;73;84.3333333333333;77;64.3333333333333;57.3333333333333;62;61.6666666666667;59.3333333333333;56.6666666666667;57;83;60.6666666666667;89;16
"Female";40;71.3333333333333;39.6666666666667;81;77.6666666666667;87.3333333333333;89.6666666666667;76.3333333333333;63;61.6666666666667;66.3333333333333;80.6666666666667;53;72.6666666666667;32
"Female";43;64.6666666666667;66;48.6666666666667;67;79.3333333333333;61;86.3333333333333;79;74.3333333333333;77;50;66.3333333333333;77;43.3333333333333
"Female";45;84;58.6666666666667;73.6666666666667;51.6666666666667;71.6666666666667;71.6666666666667;84;78.3333333333333;70.6666666666667;88;72.6666666666667;74.6666666666667;62.6666666666667;46.6666666666667
"Female";55;37.3333333333333;75;68;40;31.6666666666667;50.3333333333333;66.3333333333333;65.6666666666667;53.6666666666667;70;48;31.3333333333333;95;50
"Male";36;76;83;48.6666666666667;90;49;47.6666666666667;60.3333333333333;73.6666666666667;84.6666666666667;84.3333333333333;77.6666666666667;69;82;18.3333333333333
"Female";60;84.3333333333333;60.3333333333333;76.3333333333333;80.6666666666667;58.6666666666667;67;80.6666666666667;76.3333333333333;62.3333333333333;76.6666666666667;57;51.6666666666667;69;31
"Male";49;42;53.6666666666667;41.3333333333333;42.6666666666667;46;49.6666666666667;74;58.3333333333333;58.6666666666667;63.3333333333333;70.3333333333333;42.6666666666667;43;30.6666666666667
"Female";55;79;77.3333333333333;86.6666666666667;93;66.3333333333333;68.6666666666667;88;64;62.3333333333333;88.6666666666667;83.6666666666667;70;65.6666666666667;8.33333333333333
"Female";45;29.3333333333333;27;21.6666666666667;25.3333333333333;41.3333333333333;14.6666666666667;23.6666666666667;62;48;60;37.6666666666667;47.6666666666667;62.3333333333333;29
"Female";50;69.3333333333333;63.3333333333333;75;78;53.3333333333333;17;61.6666666666667;63.6666666666667;63.3333333333333;61.3333333333333;53.6666666666667;39;67.6666666666667;22.3333333333333
"Female";35;80.6666666666667;89.6666666666667;88.3333333333333;81.6666666666667;67;85;85.6666666666667;89.3333333333333;96;88.3333333333333;81.6666666666667;64.6666666666667;100;22
"Female";32;72;70.6666666666667;73;70.6666666666667;81.6666666666667;70;88.6666666666667;74.3333333333333;84.6666666666667;77;80.6666666666667;28.3333333333333;71.6666666666667;11.6666666666667
"Female";62;92;90;85.6666666666667;96.6666666666667;83.3333333333333;91.3333333333333;90.3333333333333;93.6666666666667;78.3333333333333;91.6666666666667;48;70.3333333333333;98.3333333333333;33.3333333333333
"Female";53;61.3333333333333;61;62.6666666666667;51;62;51.3333333333333;56.6666666666667;75.3333333333333;81.3333333333333;79.6666666666667;46.3333333333333;73.6666666666667;73.3333333333333;58.6666666666667
"Female";66;85;87.6666666666667;82.6666666666667;63.6666666666667;68.6666666666667;73.6666666666667;68.3333333333333;73;67.6666666666667;79.3333333333333;41.6666666666667;49;74;25
"Female";33;77.3333333333333;72.6666666666667;76.3333333333333;73.6666666666667;71;70;94.3333333333333;65.3333333333333;65;82.3333333333333;61.6666666666667;39.3333333333333;75.6666666666667;37
"Male";50;81;78;76.3333333333333;73.6666666666667;65.6666666666667;57;76;53.6666666666667;81;93;85.3333333333333;45;52.3333333333333;42.3333333333333
"Male";40;85.3333333333333;74;59.3333333333333;77;63.3333333333333;57.3333333333333;82.3333333333333;65;64.6666666666667;71.3333333333333;53.3333333333333;59;66;30.6666666666667
"Female";62;70;55.6666666666667;67.6666666666667;56.3333333333333;48.6666666666667;35.6666666666667;58.3333333333333;70;75;71.3333333333333;92.6666666666667;69.6666666666667;83.6666666666667;54.6666666666667
